id	prod_family_factid	prod_family_name_jp	prod_family_name_en	prod_family_name_sys	prod_family_name_local	prod_family_abbr_jp	prod_family_abbr_en	prod_family_abbr_local


1	Null	Null	Null	Null	Null	Null	Null	Null
2	Direct	Direct		Direct
