id	dept_id	sect_factid	sect_name_jp	sect_name_en	sect_name_sys	sect_name_local	sect_abbr_jp	sect_abbr_en	sect_abbr_local
								
								
1	1	Null	Null	Null	Null	Null	Null	Null	Null
