id	factory_id	plant_factid	plant_name_jp	plant_name_en	plant_name_sys	plant_name_local	plant_abbr_jp	plant_abbr_en	plant_abbr_local
								
								
1	1	Null	Null	Null	Null	Null	Null	Null	Null
