id	prod_family_id	prod_factid	prod_name_jp	prod_name_en	prod_name_sys	prod_name_local	prod_abbr_jp	prod_abbr_en	prod_abbr_local
									
									
1	1	Null	Null	Null	Null	Null	Null	Null	Null
2	2	Direct	Direct		Direct
